credit.policy,revol.util,fico,inq.last.6mths,purpose
True,23.2,697,1,all_other
True,0.0,752,0,home_improvement
True,14.9,732,2,all_other
True,83.1,677,0,debt_consolidation
True,96.8,702,2,credit_card
True,37.6,687,0,credit_card
True,36.7,737,0,credit_card
True,7.9,732,1,educational
True,37.6,732,1,credit_card
True,40.6,762,1,all_other
True,45.6,737,0,debt_consolidation
True,68.2,732,2,debt_consolidation
True,22.4,767,0,credit_card
True,11.7,742,1,debt_consolidation
True,11.3,722,0,major_purchase
True,80.1,667,2,debt_consolidation
True,26.3,762,0,debt_consolidation
True,49.1,717,3,debt_consolidation
True,58.7,727,0,credit_card
True,88.0,702,2,credit_card
True,98.3,692,1,debt_consolidation
True,62.9,687,0,all_other
True,86.8,662,1,debt_consolidation
True,84.7,672,0,debt_consolidation
True,6.6,737,1,all_other
True,67.6,662,2,small_business
True,32.6,727,2,educational
True,97.3,662,0,credit_card
True,30.6,682,2,debt_consolidation
True,15.3,717,1,debt_consolidation
True,65.1,777,2,major_purchase
True,42.2,692,0,debt_consolidation
True,94.1,672,2,all_other
True,36.9,687,1,all_other
True,27.1,712,0,all_other
True,83.5,702,0,credit_card
True,14.7,762,0,all_other
True,6.0,717,0,major_purchase
True,46.8,762,1,all_other
True,38.5,737,1,debt_consolidation
True,21.3,722,2,debt_consolidation
True,45.5,707,1,debt_consolidation
True,41.9,682,2,home_improvement
True,15.6,737,1,debt_consolidation
True,20.0,677,1,small_business
True,34.2,707,1,debt_consolidation
True,56.1,742,0,all_other
True,84.4,707,0,debt_consolidation
True,33.3,792,1,debt_consolidation
True,37.9,707,3,all_other
True,59.6,702,0,debt_consolidation
True,3.3,717,2,debt_consolidation
True,64.2,737,2,all_other
True,28.6,747,4,debt_consolidation
True,38.1,727,1,major_purchase
True,4.5,757,0,debt_consolidation
True,54.6,727,0,debt_consolidation
True,2.8,772,2,home_improvement
True,85.2,682,0,debt_consolidation
True,80.0,662,0,all_other
True,99.5,677,0,all_other
True,12.1,767,4,credit_card
True,10.9,737,1,debt_consolidation
True,98.5,677,1,small_business
True,39.7,742,3,debt_consolidation
True,31.7,782,1,all_other
True,70.4,737,2,home_improvement
True,21.1,727,2,all_other
True,45.0,747,0,debt_consolidation
True,70.1,692,2,debt_consolidation
True,78.3,697,2,debt_consolidation
True,67.6,662,0,debt_consolidation
True,72.2,717,0,credit_card
True,0.4,792,0,all_other
True,37.2,677,0,all_other
True,14.7,772,4,major_purchase
True,82.9,677,2,home_improvement
True,0.5,767,2,all_other
True,20.0,692,1,all_other
True,24.9,752,1,all_other
True,95.4,672,1,debt_consolidation
True,75.1,667,3,credit_card
True,18.9,757,1,all_other
True,61.1,707,0,debt_consolidation
True,16.3,702,0,educational
True,69.4,717,0,debt_consolidation
True,71.6,662,0,debt_consolidation
True,42.8,752,0,debt_consolidation
True,28.8,762,3,debt_consolidation
True,17.8,707,2,all_other
True,48.8,677,2,debt_consolidation
True,34.2,667,0,all_other
True,32.0,732,0,educational
True,0.4,767,2,small_business
True,98.3,692,0,debt_consolidation
True,67.2,717,0,debt_consolidation
True,86.6,662,3,all_other
True,49.9,687,0,debt_consolidation
True,4.9,777,0,all_other
True,94.4,732,3,small_business
True,87.5,712,0,small_business
True,26.1,682,1,debt_consolidation
True,14.8,767,0,debt_consolidation
True,42.8,737,1,educational
True,38.5,712,0,all_other
True,99.3,667,0,all_other
True,32.8,697,0,all_other
True,0.0,692,1,small_business
True,29.2,742,0,major_purchase
True,77.4,672,3,all_other
True,91.8,682,0,debt_consolidation
True,77.9,722,1,debt_consolidation
True,80.7,672,0,debt_consolidation
True,35.5,732,2,all_other
True,75.0,702,0,credit_card
True,51.4,707,0,debt_consolidation
True,66.2,727,1,debt_consolidation
True,36.9,757,0,debt_consolidation
True,52.0,792,0,credit_card
True,9.3,752,1,home_improvement
True,46.4,722,2,small_business
True,15.4,742,3,home_improvement
True,9.8,757,1,debt_consolidation
True,14.2,707,1,home_improvement
True,56.1,737,0,debt_consolidation
True,87.6,692,1,debt_consolidation
True,41.3,732,0,debt_consolidation
True,25.3,772,0,debt_consolidation
True,46.5,772,0,home_improvement
True,29.0,732,0,debt_consolidation
True,39.9,737,1,all_other
True,24.0,682,1,home_improvement
True,70.7,707,1,debt_consolidation
True,22.8,742,1,credit_card
True,10.0,727,0,debt_consolidation
True,95.5,702,0,debt_consolidation
True,54.2,702,2,debt_consolidation
True,48.5,737,0,all_other
True,82.8,687,3,debt_consolidation
True,2.4,767,1,debt_consolidation
True,28.4,757,2,credit_card
True,82.3,702,0,credit_card
True,27.9,732,0,credit_card
True,19.4,687,3,debt_consolidation
True,74.4,682,0,debt_consolidation
True,29.1,742,2,all_other
True,6.2,797,0,home_improvement
True,40.4,747,4,debt_consolidation
True,10.1,737,1,all_other
True,9.8,732,0,all_other
True,46.0,707,0,debt_consolidation
True,52.3,777,0,debt_consolidation
True,21.4,762,0,credit_card
True,37.1,742,1,all_other
True,89.0,682,2,home_improvement
True,96.5,692,3,debt_consolidation
True,58.7,752,1,debt_consolidation
True,57.1,752,0,debt_consolidation
True,17.7,692,0,educational
True,66.6,712,0,debt_consolidation
True,30.6,772,2,home_improvement
True,16.6,712,0,debt_consolidation
True,5.4,722,1,home_improvement
True,25.3,752,2,debt_consolidation
True,48.0,767,0,debt_consolidation
True,63.7,707,0,all_other
True,18.8,742,2,debt_consolidation
True,31.1,702,1,debt_consolidation
True,36.0,752,0,debt_consolidation
True,6.4,792,0,major_purchase
True,9.0,717,3,credit_card
True,70.3,722,0,all_other
True,28.2,707,1,debt_consolidation
True,34.5,722,1,debt_consolidation
True,23.0,772,0,debt_consolidation
True,28.6,757,1,debt_consolidation
True,49.4,692,3,debt_consolidation
True,87.8,732,2,credit_card
True,36.1,697,2,debt_consolidation
True,9.2,732,0,small_business
True,0.0,667,1,all_other
True,75.7,752,0,debt_consolidation
True,7.2,747,1,small_business
True,33.5,762,1,debt_consolidation
True,33.2,707,1,all_other
True,73.9,747,0,debt_consolidation
True,51.9,677,0,debt_consolidation
True,64.0,717,2,debt_consolidation
True,18.1,772,1,debt_consolidation
True,25.7,742,0,all_other
True,42.3,727,1,debt_consolidation
True,0.0,757,0,all_other
True,76.9,702,0,credit_card
True,10.5,792,1,debt_consolidation
True,75.9,692,0,debt_consolidation
True,17.8,717,2,debt_consolidation
True,67.3,692,0,debt_consolidation
True,3.5,727,1,all_other
True,51.9,692,0,debt_consolidation
True,76.6,747,4,debt_consolidation
True,53.3,727,3,all_other
True,64.4,732,3,debt_consolidation
True,17.5,752,0,small_business
True,46.7,667,1,credit_card
True,66.1,687,0,debt_consolidation
True,27.1,672,1,debt_consolidation
True,63.9,702,3,small_business
True,32.4,697,1,debt_consolidation
True,24.5,757,0,educational
True,43.8,727,0,major_purchase
True,35.4,752,1,all_other
True,56.5,717,1,debt_consolidation
True,1.9,792,0,all_other
True,40.9,732,3,debt_consolidation
True,24.6,737,0,debt_consolidation
True,0.0,762,0,small_business
True,65.6,682,1,debt_consolidation
True,7.7,692,3,educational
True,22.2,697,2,credit_card
True,72.1,697,0,credit_card
True,23.5,687,0,credit_card
True,8.8,802,0,all_other
True,54.3,672,0,all_other
True,3.9,722,3,small_business
True,49.63,677,1,home_improvement
True,87.1,717,1,major_purchase
True,52.9,677,3,credit_card
True,53.8,672,1,debt_consolidation
True,10.1,752,0,debt_consolidation
True,5.7,792,0,home_improvement
True,89.9,672,0,debt_consolidation
True,93.2,672,0,all_other
True,29.0,752,0,debt_consolidation
True,67.0,752,0,debt_consolidation
True,27.4,757,1,credit_card
True,66.6,692,0,educational
True,19.3,747,0,all_other
True,44.9,722,1,debt_consolidation
True,0.0,692,0,educational
True,47.5,742,1,debt_consolidation
True,27.3,797,0,debt_consolidation
True,16.5,702,2,credit_card
True,90.1,717,1,educational
True,8.1,742,0,small_business
True,39.0,702,2,credit_card
True,32.3,742,5,educational
True,76.7,732,1,debt_consolidation
True,25.0,747,1,all_other
True,0.7,792,1,educational
True,7.2,727,2,all_other
True,64.7,747,1,debt_consolidation
True,19.6,767,2,debt_consolidation
True,74.4,672,3,all_other
True,64.1,747,1,all_other
True,71.9,672,0,debt_consolidation
True,33.7,752,0,debt_consolidation
True,53.6,662,2,debt_consolidation
True,89.5,662,0,debt_consolidation
True,93.5,727,0,debt_consolidation
True,1.1,812,0,all_other
True,87.1,692,1,debt_consolidation
True,34.5,722,3,debt_consolidation
True,6.7,802,0,all_other
True,7.1,792,7,all_other
True,51.4,732,1,debt_consolidation
True,23.8,777,0,all_other
True,55.5,712,0,educational
True,9.3,762,2,credit_card
True,48.6,722,3,debt_consolidation
True,91.8,677,2,debt_consolidation
True,12.4,722,2,major_purchase
True,96.8,687,0,debt_consolidation
True,39.9,682,2,debt_consolidation
True,28.9,772,2,debt_consolidation
True,80.0,682,1,credit_card
True,22.0,747,3,debt_consolidation
True,59.9,702,2,home_improvement
True,70.5,677,1,debt_consolidation
True,99.8,677,0,debt_consolidation
True,73.8,732,0,credit_card
True,65.5,692,1,debt_consolidation
True,26.4,737,1,home_improvement
True,19.8,717,2,all_other
True,3.9,722,0,home_improvement
True,58.7,722,0,debt_consolidation
True,8.7,812,4,home_improvement
True,64.7,692,0,debt_consolidation
True,2.0,702,0,home_improvement
True,26.9,672,0,major_purchase
True,22.3,732,0,debt_consolidation
True,59.3,687,1,debt_consolidation
True,1.3,747,6,small_business
True,28.3,732,1,small_business
True,17.3,737,2,debt_consolidation
True,90.9,677,2,debt_consolidation
True,90.2,702,3,credit_card
True,8.7,797,0,major_purchase
True,33.2,662,3,all_other
True,80.8,662,2,debt_consolidation
True,2.1,792,0,small_business
True,81.9,702,0,debt_consolidation
True,81.2,672,0,debt_consolidation
True,23.4,737,1,all_other
True,73.5,717,0,debt_consolidation
True,95.3,662,1,all_other
True,84.8,687,0,all_other
True,11.6,802,2,all_other
True,7.4,737,1,all_other
True,45.7,697,2,debt_consolidation
True,38.2,672,1,home_improvement
True,95.5,687,3,major_purchase
True,81.6,727,1,all_other
True,39.8,702,1,debt_consolidation
True,9.9,767,0,all_other
True,9.9,737,0,educational
True,59.5,672,1,small_business
True,57.0,702,0,debt_consolidation
True,26.7,762,1,credit_card
True,84.8,697,1,all_other
True,0.0,717,1,all_other
True,15.0,772,2,credit_card
True,3.3,777,2,debt_consolidation
True,27.9,677,0,debt_consolidation
True,3.6,802,3,debt_consolidation
True,52.0,712,0,debt_consolidation
True,31.6,667,0,credit_card
True,36.0,747,1,debt_consolidation
True,36.4,677,2,all_other
True,26.4,722,0,debt_consolidation
True,33.3,707,2,all_other
True,16.0,667,2,small_business
True,56.6,702,1,credit_card
True,77.0,662,1,debt_consolidation
True,9.1,762,2,credit_card
True,46.2,732,0,debt_consolidation
True,49.4,702,2,credit_card
True,16.5,742,1,all_other
True,46.6,742,1,debt_consolidation
True,88.1,702,0,major_purchase
True,46.0,707,0,credit_card
True,84.3,707,2,credit_card
True,40.5,772,2,debt_consolidation
True,85.4,677,1,debt_consolidation
True,66.4,757,0,credit_card
True,30.8,752,1,credit_card
True,0.0,667,0,small_business
True,91.2,702,0,debt_consolidation
True,68.1,702,2,debt_consolidation
True,37.5,742,0,home_improvement
True,46.2,732,1,credit_card
True,96.0,677,0,debt_consolidation
True,13.6,777,1,all_other
True,45.9,687,1,debt_consolidation
True,43.2,667,1,debt_consolidation
True,39.1,767,5,small_business
True,26.1,692,0,debt_consolidation
True,24.6,737,0,debt_consolidation
True,80.8,687,1,credit_card
True,50.6,742,0,debt_consolidation
True,31.7,727,1,debt_consolidation
True,40.9,717,2,debt_consolidation
True,52.4,717,0,debt_consolidation
True,33.2,682,2,credit_card
True,61.7,742,1,debt_consolidation
True,61.5,662,0,debt_consolidation
True,80.6,717,1,debt_consolidation
True,99.7,717,0,home_improvement
True,94.6,707,1,debt_consolidation
True,49.1,722,0,credit_card
True,66.1,702,0,debt_consolidation
True,50.8,742,0,debt_consolidation
True,59.7,687,0,debt_consolidation
True,70.7,697,0,educational
True,63.6,672,1,credit_card
True,83.8,682,0,debt_consolidation
True,18.9,732,2,credit_card
True,95.4,727,0,debt_consolidation
True,46.6,732,2,small_business
True,15.9,762,4,all_other
True,1.6,782,2,all_other
True,41.4,752,3,home_improvement
True,12.0,732,0,home_improvement
True,47.7,712,1,debt_consolidation
True,50.0,727,1,educational
True,59.8,682,0,credit_card
True,72.1,682,3,home_improvement
True,20.3,672,3,all_other
True,34.6,692,1,major_purchase
True,25.7,752,1,all_other
True,17.0,777,3,home_improvement
True,55.3,692,0,debt_consolidation
True,93.1,687,0,debt_consolidation
True,68.6,692,0,debt_consolidation
True,83.3,687,0,debt_consolidation
True,10.3,687,0,all_other
True,29.2,717,0,debt_consolidation
True,33.0,762,3,credit_card
True,62.0,712,0,debt_consolidation
True,5.2,767,0,debt_consolidation
True,70.0,692,1,debt_consolidation
True,27.9,742,5,educational
True,29.4,707,1,debt_consolidation
True,43.7,757,0,all_other
True,12.2,662,3,debt_consolidation
True,16.1,677,2,all_other
True,38.6,762,0,major_purchase
True,30.1,737,1,debt_consolidation
True,50.2,757,1,major_purchase
True,9.1,792,0,debt_consolidation
True,78.9,682,0,home_improvement
True,29.5,727,0,debt_consolidation
True,4.3,782,1,educational
True,80.7,742,7,credit_card
True,80.7,672,1,all_other
True,60.1,717,1,debt_consolidation
True,53.4,707,0,debt_consolidation
True,34.9,757,0,debt_consolidation
True,32.2,762,1,small_business
True,46.2,712,2,educational
True,73.1,682,3,all_other
True,75.9,692,0,all_other
True,79.3,722,1,debt_consolidation
True,28.0,752,1,all_other
True,50.3,747,0,credit_card
True,23.0,757,4,home_improvement
True,97.4,667,0,all_other
True,7.6,772,7,home_improvement
True,59.6,737,2,credit_card
True,24.0,737,1,credit_card
True,23.2,682,0,debt_consolidation
True,50.7,732,1,debt_consolidation
True,49.1,667,2,debt_consolidation
True,13.7,767,0,debt_consolidation
True,63.9,692,2,debt_consolidation
True,86.6,697,3,debt_consolidation
True,66.9,717,0,credit_card
True,31.8,722,0,debt_consolidation
True,8.4,717,1,educational
True,55.1,717,2,all_other
True,41.8,707,1,all_other
True,36.8,747,0,credit_card
True,36.5,767,0,major_purchase
True,30.9,752,2,credit_card
True,74.4,702,3,small_business
True,25.1,707,0,debt_consolidation
True,9.2,732,0,all_other
True,63.6,722,1,debt_consolidation
True,33.8,682,0,all_other
True,50.8,737,1,debt_consolidation
True,7.1,752,0,small_business
True,0.0,787,0,small_business
True,98.8,682,2,debt_consolidation
True,24.3,742,0,debt_consolidation
True,62.6,737,3,small_business
True,66.0,677,1,debt_consolidation
True,99.1,682,0,debt_consolidation
True,74.1,717,2,credit_card
True,41.6,702,1,all_other
True,44.8,732,1,debt_consolidation
True,91.5,702,0,debt_consolidation
True,0.0,777,4,all_other
True,12.1,662,2,all_other
True,72.2,687,0,debt_consolidation
True,84.1,697,0,debt_consolidation
True,79.0,707,0,debt_consolidation
True,21.4,772,3,home_improvement
True,46.2,732,1,debt_consolidation
True,46.4,737,1,debt_consolidation
True,0.1,707,0,major_purchase
True,48.5,687,2,debt_consolidation
True,24.2,742,0,debt_consolidation
True,46.1,777,1,credit_card
True,67.8,687,1,debt_consolidation
True,98.2,722,0,debt_consolidation
True,32.7,762,1,debt_consolidation
True,56.5,727,0,debt_consolidation
True,20.6,712,1,debt_consolidation
True,2.5,792,1,all_other
True,3.2,787,4,all_other
True,25.6,732,2,debt_consolidation
True,97.6,677,0,debt_consolidation
True,71.4,732,0,credit_card
True,72.5,677,3,debt_consolidation
True,12.1,697,0,all_other
True,14.9,722,0,credit_card
True,73.7,667,1,small_business
True,39.2,722,0,credit_card
True,81.8,697,0,debt_consolidation
True,65.9,677,1,all_other
True,55.7,737,0,debt_consolidation
True,76.0,677,1,all_other
True,64.6,742,0,credit_card
True,83.4,672,1,debt_consolidation
True,14.3,792,2,small_business
True,15.4,772,1,credit_card
True,52.2,682,2,credit_card
True,60.9,697,3,all_other
True,19.1,782,0,debt_consolidation
True,59.6,717,1,credit_card
True,69.8,697,1,debt_consolidation
True,73.2,697,0,debt_consolidation
True,12.3,787,0,all_other
True,8.3,767,1,home_improvement
True,7.6,767,0,major_purchase
True,8.9,777,1,debt_consolidation
True,5.2,772,2,all_other
True,1.7,732,0,home_improvement
True,1.5,697,2,all_other
True,0.0,687,3,all_other
True,86.9,682,1,debt_consolidation
True,93.3,677,1,debt_consolidation
True,66.1,712,3,credit_card
True,72.7,682,0,credit_card
True,90.1,697,0,debt_consolidation
True,74.4,682,0,all_other
True,64.9,752,2,all_other
True,92.9,687,0,credit_card
True,0.0,717,0,debt_consolidation
True,85.6,662,2,debt_consolidation
True,3.2,787,2,debt_consolidation
True,92.9,662,0,debt_consolidation
True,0.5,707,2,all_other
True,46.1,732,1,all_other
True,67.3,707,0,debt_consolidation
True,12.8,727,1,small_business
True,16.7,777,1,debt_consolidation
True,45.6,702,0,credit_card
True,10.3,752,1,small_business
True,59.3,692,0,debt_consolidation
True,30.2,727,1,all_other
True,95.0,702,2,debt_consolidation
True,98.8,692,2,debt_consolidation
True,0.0,742,2,home_improvement
True,22.8,667,1,all_other
True,42.0,687,1,debt_consolidation
True,27.0,717,1,home_improvement
True,82.0,717,0,small_business
True,68.7,712,0,all_other
True,48.2,747,2,home_improvement
True,74.0,667,1,debt_consolidation
True,6.1,752,3,debt_consolidation
True,73.2,717,1,debt_consolidation
True,74.4,662,1,credit_card
True,43.5,687,0,debt_consolidation
True,50.6,677,2,debt_consolidation
True,81.0,737,3,all_other
True,72.1,717,0,all_other
True,38.5,712,0,debt_consolidation
True,56.1,697,1,debt_consolidation
True,65.9,717,0,debt_consolidation
True,54.8,687,0,all_other
True,28.3,682,3,debt_consolidation
True,81.2,677,1,all_other
True,66.6,712,3,debt_consolidation
True,82.9,682,0,debt_consolidation
True,97.7,692,3,credit_card
True,49.6,747,1,credit_card
True,2.5,677,0,all_other
True,67.4,742,1,debt_consolidation
True,64.6,742,4,credit_card
True,6.0,772,2,all_other
True,37.2,747,0,credit_card
True,96.6,722,0,debt_consolidation
True,36.2,702,1,small_business
True,20.6,772,0,home_improvement
True,72.4,707,2,credit_card
True,60.2,662,2,all_other
True,65.6,702,0,debt_consolidation
True,74.5,727,0,major_purchase
True,35.7,687,1,debt_consolidation
True,64.4,707,3,debt_consolidation
True,63.2,777,0,major_purchase
True,64.3,692,0,debt_consolidation
True,14.9,762,0,all_other
True,31.5,722,1,all_other
True,0.0,672,2,debt_consolidation
True,35.7,682,2,major_purchase
True,81.6,687,2,debt_consolidation
True,66.0,677,2,credit_card
True,59.7,717,1,credit_card
True,1.0,807,0,educational
True,61.7,727,0,all_other
True,65.8,662,0,debt_consolidation
True,1.1,742,6,all_other
True,92.6,682,2,debt_consolidation
True,36.7,742,0,all_other
True,51.1,712,0,all_other
True,72.9,677,1,home_improvement
True,15.5,747,4,debt_consolidation
True,75.7,692,0,debt_consolidation
True,95.3,697,0,credit_card
True,38.5,712,1,debt_consolidation
True,97.7,667,1,all_other
True,5.34,772,2,debt_consolidation
True,76.7,757,0,all_other
True,94.1,692,0,debt_consolidation
True,3.6,812,2,debt_consolidation
True,36.5,692,2,debt_consolidation
True,22.7,757,0,credit_card
True,9.4,782,1,all_other
True,11.7,757,1,major_purchase
True,1.8,737,0,small_business
True,77.4,692,3,educational
True,19.0,772,2,home_improvement
True,41.2,697,0,debt_consolidation
True,69.9,707,1,small_business
True,46.9,687,1,debt_consolidation
True,94.7,707,1,credit_card
True,93.2,667,0,debt_consolidation
True,46.1,662,3,debt_consolidation
True,73.7,727,0,debt_consolidation
True,0.0,752,4,all_other
True,50.4,747,0,debt_consolidation
True,3.3,737,1,all_other
True,53.5,752,0,debt_consolidation
True,41.5,662,2,home_improvement
True,90.6,667,2,debt_consolidation
True,92.3,687,0,debt_consolidation
True,57.5,682,2,debt_consolidation
True,51.0,677,1,debt_consolidation
True,76.3,707,0,debt_consolidation
True,73.4,667,1,debt_consolidation
True,38.0,777,0,debt_consolidation
True,2.3,807,0,all_other
True,1.7,742,2,home_improvement
True,6.8,777,1,major_purchase
True,91.9,682,0,debt_consolidation
True,45.5,702,0,all_other
True,61.4,757,0,all_other
True,67.0,702,3,all_other
True,67.8,707,0,debt_consolidation
True,16.2,732,0,all_other
True,84.2,712,0,debt_consolidation
True,59.0,697,1,debt_consolidation
True,96.8,692,1,small_business
True,13.3,757,0,educational
True,0.0,687,0,all_other
True,76.4,687,3,debt_consolidation
True,74.4,667,2,debt_consolidation
True,0.0,792,0,educational
True,47.1,697,1,debt_consolidation
True,2.8,742,0,credit_card
True,27.4,807,0,all_other
True,2.0,802,2,major_purchase
True,48.6,727,0,all_other
True,1.4,797,0,all_other
True,30.1,717,3,debt_consolidation
True,15.6,727,0,all_other
True,0.0,702,0,all_other
True,25.0,697,0,all_other
True,8.9,702,1,all_other
True,94.2,672,1,all_other
True,30.7,742,0,debt_consolidation
True,22.2,787,0,debt_consolidation
True,38.2,677,1,debt_consolidation
True,92.4,672,1,debt_consolidation
True,54.8,697,1,debt_consolidation
True,50.8,667,3,credit_card
True,93.2,682,2,debt_consolidation
True,20.3,782,1,debt_consolidation
True,50.6,722,0,debt_consolidation
True,98.2,667,2,home_improvement
True,88.0,717,0,credit_card
True,23.3,727,1,major_purchase
True,18.6,782,0,small_business
True,1.4,767,0,debt_consolidation
True,55.9,682,0,major_purchase
True,31.6,737,1,educational
True,72.1,712,0,all_other
True,7.3,787,0,all_other
True,70.7,707,0,debt_consolidation
True,0.0,717,2,home_improvement
True,67.4,682,3,debt_consolidation
True,44.5,722,2,debt_consolidation
True,78.5,702,1,debt_consolidation
True,5.6,712,1,all_other
True,57.7,702,0,credit_card
True,22.3,692,1,small_business
True,0.0,757,2,major_purchase
True,72.6,712,0,small_business
True,5.7,777,3,home_improvement
True,66.6,697,2,debt_consolidation
True,42.5,737,2,educational
True,17.6,707,2,debt_consolidation
True,48.7,702,3,debt_consolidation
True,7.7,707,0,all_other
True,57.7,747,1,home_improvement
True,86.9,687,0,home_improvement
True,9.2,772,1,all_other
True,48.6,727,0,all_other
True,44.6,697,0,home_improvement
True,54.1,727,3,credit_card
True,19.6,762,0,debt_consolidation
True,0.0,802,1,all_other
True,71.5,682,0,debt_consolidation
True,54.2,732,1,debt_consolidation
True,20.0,782,0,home_improvement
True,43.5,707,0,debt_consolidation
True,4.7,812,0,all_other
True,84.6,697,0,debt_consolidation
True,9.0,757,2,debt_consolidation
True,72.2,667,0,debt_consolidation
True,61.9,687,0,debt_consolidation
True,27.6,772,2,credit_card
True,49.2,692,0,debt_consolidation
True,95.0,742,3,all_other
True,88.7,692,1,debt_consolidation
True,42.4,722,3,all_other
True,56.8,722,0,all_other
True,41.3,732,1,debt_consolidation
True,52.9,667,2,educational
True,6.1,747,6,small_business
True,64.1,727,0,debt_consolidation
True,24.7,727,0,educational
True,26.7,692,0,debt_consolidation
True,34.6,672,0,debt_consolidation
True,95.3,702,0,educational
True,82.2,697,2,debt_consolidation
True,40.2,752,1,all_other
True,99.5,662,0,debt_consolidation
True,23.5,687,2,small_business
True,92.7,717,1,debt_consolidation
True,91.1,667,0,educational
True,93.8,712,0,debt_consolidation
True,0.5,752,2,major_purchase
True,90.1,702,2,debt_consolidation
True,56.0,692,0,small_business
True,0.9,747,0,all_other
True,97.6,687,1,debt_consolidation
True,73.7,747,2,debt_consolidation
True,0.0,802,1,major_purchase
True,23.4,717,1,debt_consolidation
True,46.0,667,1,all_other
True,65.4,752,0,debt_consolidation
True,29.5,662,2,major_purchase
True,55.0,682,1,credit_card
True,3.7,802,2,home_improvement
True,3.9,787,0,all_other
True,60.9,692,0,all_other
True,70.9,712,1,debt_consolidation
True,67.1,737,2,debt_consolidation
True,74.7,727,0,debt_consolidation
True,36.8,692,0,major_purchase
True,0.0,782,0,small_business
True,67.0,667,1,debt_consolidation
True,5.7,742,0,debt_consolidation
True,47.5,742,1,debt_consolidation
True,77.7,692,1,debt_consolidation
True,37.5,747,1,debt_consolidation
True,67.4,737,0,debt_consolidation
True,13.5,732,1,debt_consolidation
True,4.3,752,1,home_improvement
True,31.2,707,1,debt_consolidation
True,52.1,727,1,debt_consolidation
True,20.6,752,0,home_improvement
True,32.8,677,0,debt_consolidation
True,79.9,707,0,debt_consolidation
True,88.3,692,1,debt_consolidation
True,58.3,742,2,major_purchase
True,18.2,737,0,home_improvement
True,87.6,697,3,debt_consolidation
True,44.4,707,0,small_business
True,79.6,662,1,debt_consolidation
True,6.5,767,2,major_purchase
True,93.2,672,1,debt_consolidation
True,21.5,707,0,debt_consolidation
True,23.8,702,2,small_business
True,35.7,757,0,all_other
True,0.0,752,0,all_other
True,36.94,717,0,all_other
True,77.2,707,0,debt_consolidation
True,98.5,682,2,all_other
True,70.1,697,1,debt_consolidation
True,58.1,737,1,debt_consolidation
True,27.8,672,1,debt_consolidation
True,84.4,702,1,debt_consolidation
True,49.4,732,1,small_business
True,76.9,737,1,debt_consolidation
True,95.7,707,0,debt_consolidation
True,4.5,697,1,all_other
True,87.9,662,1,debt_consolidation
True,34.1,702,0,debt_consolidation
True,55.5,677,0,debt_consolidation
True,50.1,742,0,credit_card
True,40.0,707,2,debt_consolidation
True,6.1,692,0,debt_consolidation
True,44.6,727,1,debt_consolidation
True,54.3,737,0,all_other
True,94.7,702,1,debt_consolidation
True,34.7,722,0,credit_card
True,72.1,717,1,debt_consolidation
True,46.6,712,1,debt_consolidation
True,2.5,797,0,all_other
True,57.8,697,1,home_improvement
True,10.7,702,1,debt_consolidation
True,21.6,807,0,debt_consolidation
True,32.5,682,2,all_other
True,41.8,722,0,debt_consolidation
True,63.1,692,0,debt_consolidation
True,65.2,727,0,debt_consolidation
True,8.4,767,0,all_other
True,49.8,732,2,debt_consolidation
True,23.4,697,2,all_other
True,86.3,672,2,debt_consolidation
True,24.1,757,0,all_other
True,7.7,802,0,credit_card
True,53.0,717,0,debt_consolidation
True,24.0,752,0,small_business
True,94.7,702,0,debt_consolidation
True,57.7,722,0,educational
True,23.0,732,2,debt_consolidation
True,2.0,722,0,major_purchase
True,5.6,702,0,all_other
True,20.8,732,0,debt_consolidation
True,50.2,742,0,debt_consolidation
True,24.7,732,3,all_other
True,74.4,687,0,debt_consolidation
True,30.8,782,0,all_other
True,4.0,802,1,home_improvement
True,86.2,682,1,all_other
True,19.5,757,1,debt_consolidation
True,38.5,762,1,credit_card
True,33.7,742,1,home_improvement
True,97.9,682,1,debt_consolidation
True,30.5,762,0,major_purchase
True,52.8,702,1,credit_card
True,76.3,692,0,debt_consolidation
True,47.0,707,2,home_improvement
True,51.8,687,0,debt_consolidation
True,95.5,692,2,credit_card
True,44.7,732,0,debt_consolidation
True,14.7,697,1,all_other
True,83.9,667,1,debt_consolidation
True,28.3,747,0,credit_card
True,40.6,727,1,credit_card
True,74.4,707,0,credit_card
True,98.8,667,1,debt_consolidation
True,62.5,672,1,debt_consolidation
True,72.6,692,2,debt_consolidation
True,24.6,682,2,all_other
True,70.5,702,1,all_other
True,9.5,782,0,all_other
True,3.5,777,0,small_business
True,49.2,742,0,all_other
True,93.2,682,1,debt_consolidation
True,33.5,752,0,credit_card
True,17.1,747,2,debt_consolidation
True,18.2,742,3,all_other
True,7.3,762,1,all_other
True,56.3,677,2,credit_card
True,2.2,727,2,credit_card
True,92.2,702,1,debt_consolidation
True,90.5,697,0,debt_consolidation
True,28.6,742,0,debt_consolidation
True,30.2,792,2,home_improvement
True,7.3,787,2,debt_consolidation
True,58.9,742,2,debt_consolidation
True,58.2,662,2,debt_consolidation
True,95.2,662,0,credit_card
True,82.9,702,2,small_business
True,78.7,687,3,all_other
True,32.0,727,0,debt_consolidation
True,73.6,692,1,debt_consolidation
True,75.5,677,0,debt_consolidation
